timestamp,queue_name,depth,enqueue_rate,dequeue_rate,avg_wait_time_ms,environment
2026-02-21T15:07:01.157580,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:06.160178,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:11.162602,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:16.164998,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:21.167882,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:26.169185,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:31.170909,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:36.172699,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:41.174710,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:46.176884,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:51.180004,deploy_queue_production,0,0,0,0,production
2026-02-21T15:07:56.181603,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:01.183675,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:06.185477,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:11.187723,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:16.189414,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:21.191302,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:26.193736,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:31.196518,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:36.198069,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:41.199906,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:46.202078,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:51.204378,deploy_queue_production,0,0,0,0,production
2026-02-21T15:08:56.206989,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:01.209723,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:06.212251,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:11.214099,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:16.216430,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:21.218215,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:26.219519,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:31.221183,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:36.223536,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:41.226516,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:46.229611,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:51.232462,deploy_queue_production,0,0,0,0,production
2026-02-21T15:09:56.234100,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:01.235781,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:06.237302,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:11.239219,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:16.240538,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:21.241830,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:26.243376,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:31.244799,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:36.245841,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:41.246887,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:46.249035,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:51.250760,deploy_queue_production,0,0,0,0,production
2026-02-21T15:10:56.252696,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:01.255503,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:06.257903,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:11.260013,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:16.262910,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:21.265050,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:26.267309,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:31.269326,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:36.272551,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:41.274703,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:46.275950,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:51.278403,deploy_queue_production,0,0,0,0,production
2026-02-21T15:11:56.280183,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:01.281936,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:06.283854,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:11.285084,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:16.287008,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:21.289127,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:26.291444,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:31.294005,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:36.296315,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:41.298141,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:46.299811,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:51.301287,deploy_queue_production,0,0,0,0,production
2026-02-21T15:12:56.302699,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:01.304136,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:06.305381,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:11.307085,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:16.308699,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:21.310574,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:26.312084,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:31.313823,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:36.316024,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:41.318314,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:46.319536,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:51.321234,deploy_queue_production,0,0,0,0,production
2026-02-21T15:13:56.323187,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:01.325419,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:06.327257,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:11.329728,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:16.331111,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:21.333217,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:26.335480,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:31.337214,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:36.338739,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:41.340430,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:46.342043,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:51.343450,deploy_queue_production,0,0,0,0,production
2026-02-21T15:14:56.345227,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:01.347812,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:06.349042,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:11.350284,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:16.351924,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:21.353812,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:26.355271,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:31.356770,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:36.358557,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:41.360991,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:46.362923,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:51.364692,deploy_queue_production,0,0,0,0,production
2026-02-21T15:15:56.365909,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:01.367740,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:06.369548,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:11.371117,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:16.372514,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:21.374743,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:26.376143,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:31.377669,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:36.379100,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:41.380658,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:46.382834,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:51.384172,deploy_queue_production,0,0,0,0,production
2026-02-21T15:16:56.386514,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:01.388577,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:06.391168,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:11.393149,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:16.394733,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:21.396807,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:26.398878,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:31.400882,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:36.403062,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:41.405355,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:46.408322,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:51.410419,deploy_queue_production,0,0,0,0,production
2026-02-21T15:17:56.413333,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:01.415615,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:06.418422,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:11.421252,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:16.423962,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:21.426530,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:26.428798,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:31.431706,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:36.435246,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:41.440035,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:46.442865,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:51.445242,deploy_queue_production,0,0,0,0,production
2026-02-21T15:18:56.448680,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:01.451694,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:06.454462,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:11.456860,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:16.459839,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:21.462242,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:26.463970,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:31.466054,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:36.468386,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:41.470296,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:46.472890,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:51.475913,deploy_queue_production,0,0,0,0,production
2026-02-21T15:19:56.478344,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:01.481560,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:06.484343,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:11.487197,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:16.490932,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:21.494554,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:26.497141,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:31.498587,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:36.501320,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:41.503690,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:46.506091,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:51.508338,deploy_queue_production,0,0,0,0,production
2026-02-21T15:20:56.511365,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:01.513831,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:06.515600,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:11.517434,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:16.519967,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:21.522416,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:26.524575,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:31.526253,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:36.528629,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:41.529904,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:46.532463,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:51.535260,deploy_queue_production,0,0,0,0,production
2026-02-21T15:21:56.536930,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:01.538364,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:06.539913,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:11.541838,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:16.544233,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:21.545864,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:26.547068,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:31.549026,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:36.551804,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:41.553491,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:46.556042,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:51.558182,deploy_queue_production,0,0,0,0,production
2026-02-21T15:22:56.559741,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:01.562065,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:06.564795,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:11.567786,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:16.569233,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:21.570973,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:26.573631,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:31.575711,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:36.578423,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:41.580600,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:46.582816,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:51.585779,deploy_queue_production,0,0,0,0,production
2026-02-21T15:23:56.587189,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:01.589382,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:06.591628,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:11.593336,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:16.595583,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:21.596948,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:26.598406,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:31.600858,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:36.602580,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:41.604181,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:46.606593,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:51.609059,deploy_queue_production,0,0,0,0,production
2026-02-21T15:24:56.611621,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:01.614394,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:06.616635,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:11.619417,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:16.621825,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:21.623688,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:26.625033,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:31.626596,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:36.628066,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:41.629472,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:46.631174,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:51.632755,deploy_queue_production,0,0,0,0,production
2026-02-21T15:25:56.634198,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:01.635383,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:06.636651,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:11.638466,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:16.639930,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:21.641621,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:26.643050,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:31.644641,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:36.646472,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:41.648798,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:46.650127,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:51.651734,deploy_queue_production,0,0,0,0,production
2026-02-21T15:26:56.653495,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:01.655676,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:06.656584,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:11.658344,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:16.660663,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:21.662844,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:26.665452,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:31.667106,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:36.669039,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:41.670921,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:46.672642,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:51.673954,deploy_queue_production,0,0,0,0,production
2026-02-21T15:27:56.676319,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:01.678266,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:06.679355,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:11.681409,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:16.683699,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:21.685919,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:26.688241,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:31.689390,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:36.691175,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:41.693354,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:46.695588,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:51.698018,deploy_queue_production,0,0,0,0,production
2026-02-21T15:28:56.700597,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:01.702814,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:06.704882,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:11.706236,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:16.707446,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:21.709318,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:26.712004,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:31.713810,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:36.715250,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:41.717222,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:46.719615,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:51.721346,deploy_queue_production,0,0,0,0,production
2026-02-21T15:29:56.722479,deploy_queue_production,0,0,0,0,production
2026-02-21T15:30:01.723782,deploy_queue_production,0,0,0,0,production
